,I usually know all the new and emerging music artists,A music artist's social channels are the most important place for me to check in on,I don’t really think about whether or not news organizations have accurate or unbiased information,I use social media for flirting and dating,My friends are more important to me than my family,"I am eager to see my favorite artists’ video updates on social media (e.g. Vlog, Instagram Story, Snapchat etc.)",I like to discover new artists before my friends,President Obama is the worst President in US history,It isn't fair to bring up young children in a big city,It is perfectly normal if a man wears women's clothes or vice versa,Success in America is more a result of hard work rather than good fortune (having connections and good background),The government is hiding what really happened on 9/11,I think it’s fine if college athletes lose their scholarships when they get hurt and can’t play anymore,People worry too much about the environment,Politics (General Interests),The world would be a better place without smartphones,It is more ethical to be vegetarian,National news,My faith is important to me,"I have been known to ""stalk"" someone on social media","Whilst watching TV, I search the internet for products I see advertised",Family over everything,I would pay for access to magazine content online,I like to go on vacation where activities are organized for me,Anyone who watches Fox News for news is dumb,I don't care what my carbon footprint is,"Across history, religion has done more bad than good",I have never left the country,Transgender people are just confused,I prefer watching TV on my laptop or tablet,cluster
the lego movie 2,0.043496157870791585,0.05239548634878766,0.02704594084217546,0.016455357412788002,-0.01600182128518074,0.0569121979412906,0.011872454622519707,-0.05841897911515226,-0.04675875155437956,-0.008006357356549254,0.018090682696037252,-0.01664868227244032,-0.06799661287320063,0.017744613998245562,-0.03680072003742299,-0.04432501250043441,-0.019245293187638846,-0.018977891035463212,0.039453866644941826,0.03177934157918072,0.02301559319929533,0.06343790614416348,0.045216506115421634,0.015719675398394306,-0.025790428506515695,0.02501330478997052,-0.02079689919054692,0.04981210538117606,-0.03693173253389215,0.04697740372721604,13
the pilgrim's progress,0.020260149618600967,0.014613745762571878,0.06175487320722106,0.03889682606177995,0.06966032264838522,0.009425278345933888,-0.007159103943105788,0.12341805146058682,0.10451361700985445,-0.0023406362869787534,0.07030139525872342,0.007442953381010309,0.08360887698292566,0.09987944442368157,-0.025164081445738992,0.06285254910580534,0.04523148675566313,-0.041845098371059763,0.04272109817073799,0.07934168999975849,0.026430365930423513,0.026437153418530646,0.1006028645243226,0.03369643757384874,-0.002757522960412706,0.08282986879180118,-0.031129690347670574,0.018664481636296956,0.11145639033839222,0.044340102736846576,3
toy story 4,-0.011264036984771575,-0.035215568982694956,-0.001015917221281637,-0.04224551973090718,-0.1461854392751264,0.05130106302542198,-0.005131481852245934,-0.10870147552682619,-0.078046190155725,-0.0005424715839444372,0.0025330943664353955,0.030337121994206795,-0.0677114691649563,-0.10419752718370878,-0.05946624850548313,-0.04585928046655646,-0.06860808517741568,-0.02710303227572064,0.031547694345647415,-0.004270788666643266,0.053417737777727514,0.12044488812096313,-0.0711999996703574,-0.00499722234210731,-0.016386541016026712,-0.1040129622206345,-0.07436284348882827,0.011430712042638125,-0.06136498074961999,-0.08280408049931598,18
uglydolls,0.0757742857679305,0.11310956741916822,0.07514118702085953,0.035554510011783114,0.069397763363305,0.06725385801983713,0.06180090331239252,-0.007660875656611332,0.059696793215667565,0.06416744677295214,0.03983011833330036,0.06263002673883056,0.027828021150036797,0.004188301968868213,-0.041097302049929535,0.05411588726630023,0.05676138631733274,-0.05882340978125111,0.043067570160482516,0.037551342797070175,0.0467546526970499,-0.0039933910570545406,0.05756962868203763,0.05073508620411499,0.0178218192897672,0.04045244054791543,0.02014805958620894,0.02681592121285853,0.038506471299845635,0.0599003522182657,1
wonder park,0.05673769624791011,0.10713467085599623,0.08876794103752411,0.0780469325903534,0.03740059449984354,0.040937889236111205,0.033941413977778515,0.04228238227666645,0.06997408055121618,0.0153755096184309,0.0795052380878356,0.054304124265740314,0.07906515710637146,0.08983476121242925,-0.08514431149725424,0.02172302886253799,0.04045965269376778,-0.08428006552204165,0.051991904194337246,0.10727032923757139,0.08146349827334934,0.03907153136352598,0.09102134324633501,0.08830778038490239,0.022422406032209352,0.04682047151152555,-0.0024209259593238885,0.0653169367916762,0.05117188474312963,0.06904437155476562,2
a beautiful mind,-0.1775125147406651,-0.19431446238566297,-0.1470754097497306,-0.18078108739521034,-0.13888227273675208,-0.15963401498222046,-0.1145242956193318,-0.1052672161656294,-0.20653579936419247,-0.010731574607860339,-0.13351151200695088,-0.18295937675219553,-0.0864630836600706,-0.1644312206215215,0.12823837605568394,-0.07128629220907579,-0.031747649692077606,0.1788507110563094,-0.08446940473223896,-0.16055598859649806,-0.12318075881595614,-0.05155689516288492,-0.12430478998260133,-0.13247469873715195,0.032435470657292576,-0.12203838680794038,0.01758524789973301,-0.18351739918424476,-0.14116603146726214,-0.1014446522019008,15
braveheart,-0.2260835188022059,-0.23182887195195473,-0.1646674623263808,-0.25536821361549233,-0.23375358989394568,-0.2165889784312091,-0.1958719008678031,0.07440901814151102,-0.05324578674556535,-0.23806740499527884,0.051245984621356155,-0.13694297232945646,-0.11369895989562362,0.04947170184098171,0.1233031453969487,-0.05211232407003058,-0.2019293422265508,0.1209864061746827,0.06674422161774851,-0.250758281175029,-0.12481087871536733,0.11161901196619137,-0.24446602971458287,-0.12436458072103584,-0.17763047589248776,-0.010443285112283762,-0.1471267416516251,-0.12143764729485163,0.004391558240633031,-0.17836905243112944,16
hotel rwanda,-0.06263565705011565,-0.10224484009401558,-0.15176226726808187,-0.04951049589317144,-0.05970298602292229,-0.04808224468484215,-0.05724891230737669,-0.20028601855990696,-0.1370661822172117,0.043416165791830386,-0.1684543208117933,-0.07812893262610282,-0.10838602495662003,-0.1739737090626824,0.1861664309326547,-0.060663360478145356,-0.0008300449802681187,0.1579918338529161,-0.10753941535856318,-0.10540429507904525,-0.060483042984021324,-0.0642478820352805,0.04309963744488368,-0.04321025065081796,0.11304994912037736,-0.14894566734378148,0.07555427375511384,-0.12750534367571,-0.14515899078062577,-0.04873673749154278,17
in the name of the father,-0.002480016567043178,0.009700092448069006,0.029343947723130134,0.058510464919959856,0.05081390620325757,-0.015224387733274308,0.02159015259570425,0.04289287834865205,0.03523050640119352,0.016289651009160314,-0.013283551052030329,-0.006338003848366608,0.04970347351942869,0.016800468748295147,0.035086621828745335,0.035539082695636826,0.001288356207131136,0.028875761734413696,-0.0051382799323527045,0.025473774943818736,0.00939776291204858,0.005941201807238422,0.00898852286830841,-0.022290493718856802,0.03766747063903622,0.03069072672647824,0.011786400184532378,-0.020005477675043612,0.0030291877167535064,0.026126638533786495,5
into the wild,-0.018451843774871024,-0.025501770209734792,-0.058229385606944795,-0.01932630625770662,-0.002294806367814428,-0.022564952851112374,-0.016733951920904516,-0.002628236960152408,-0.007720965765200483,0.054800073882049966,-0.05873160419937995,-0.07741580067358925,-0.04146934601391902,-0.05857182342831879,0.03706068312539257,-0.022063061730076383,0.03968619251295333,0.04872351150892887,-0.08296599510724426,-0.004804086816407677,-0.015031577577464678,-0.06733668589492164,-0.00044589911613465705,-0.0851236463765844,0.026328518498627607,-0.03256808615667908,-0.0005275405046791803,-0.09617804550160355,-0.04228433285080349,0.003062639454186611,17
platoon,-0.21767857679373642,-0.1992477649005232,-0.16359305268938334,-0.15933841173538757,-0.21590377710791042,-0.14684856112843242,-0.18175041504595363,0.06651316087733156,-0.05624793726822405,-0.1739715610846671,0.0392301765379624,-0.14499737150281394,-0.054540429265958035,0.011084953285344978,0.13207119402270612,0.017704508675540298,-0.15024725562899904,0.1467247106707238,-0.02837821793484971,-0.23607876036755399,-0.11207779766604598,0.04231454394206993,-0.17915921189771955,-0.17971244425981753,-0.09654420529446323,-0.02897775729677246,-0.0691098376005963,-0.12154549250383734,-0.02236569035350411,-0.20508672766795233,16
raging bull,-0.11270388041688345,-0.10345803393869124,-0.09414670209692208,-0.12550194548640284,-0.06818031337476321,-0.1503327089800259,-0.0907471433482668,-0.0015748924880564785,-0.08254208517889747,-0.027476724292089028,-0.03984336699709462,-0.07627402465196209,-0.05025780934877805,0.00350560844933423,0.1253277930172658,-0.006264642470095283,-0.07357440369304913,0.11947116967045057,-0.0764741385636982,-0.15265032576093285,-0.06328349471542763,-0.01451509116124658,-0.055991342893401436,-0.1298240234249054,0.031402794310950055,-0.0531782601612906,0.022970781570394477,-0.05056876552477238,-0.07695503834535217,-0.11187941335656953,15
saving private ryan,-0.26296468688600816,-0.3648576318420488,-0.29137954650509584,-0.32524407384656584,-0.2502299848682439,-0.25326288706449135,-0.22634057690555437,-0.03207682017658153,-0.10402403228021861,-0.20491745372370612,-0.042191150505326847,-0.16914166638114075,-0.17735226325440623,-0.07758808334978351,0.18635004254834003,-0.07001697270528401,-0.22162905797367471,0.2112318084463679,-0.08604342242187124,-0.3162529747983827,-0.2104191750297355,-0.04292443968563492,-0.2514773606564499,-0.22218500370834093,-0.0891295285621399,-0.09878547741081412,-0.13988797350231363,-0.19583892631448996,-0.11367527528277727,-0.28484963987854584,16
schindler's list,-0.2845835589203384,-0.26215132588595974,-0.2975686408790667,-0.26930704543065087,-0.20451682619835576,-0.23461487960736932,-0.20593532309696633,-0.01354560482433853,-0.17516414417934312,-0.0536684485104984,-0.06870677962333138,-0.2399364293628658,-0.1400821464700608,-0.10476243985773126,0.26122101510422063,-0.05721879917196998,-0.10091222485287865,0.20983880141323308,-0.1062104722132805,-0.21152650520209565,-0.18133589493161795,-0.04050774762049586,-0.19071244967723022,-0.23955046222143472,-0.007587936154201891,-0.13813541379727212,-0.034344280577798925,-0.2516597644565123,-0.13278495850587307,-0.19114117847551182,16
the elephant man,-0.13781694868264727,-0.1535104431694289,-0.14438586471961415,-0.16425809477086298,-0.060320874259025936,-0.13100157747211996,-0.11409643665517874,-0.050748303082657986,-0.05145528974087624,-0.05452893540181081,-0.019866146537032114,-0.08326041765809417,-0.06783424465367255,-0.04606364982298794,0.1471082765948282,-0.010587190863901141,-0.059197741512786284,0.15047358440758823,-0.025652202238375693,-0.19220760056467484,-0.07918186710658456,-0.018499745953033137,-0.06841049327664364,-0.12303071342828653,-0.02584073577818513,-0.059640186506464105,-0.01926346453083741,-0.11532327208986917,-0.06443519846957185,-0.1535677005855478,16
there will be blood,0.0043921603521266395,0.018319762468749473,-0.09123691088281702,0.0660269229675847,0.03638968082886912,0.01773264967733898,0.007728110894893614,0.021837703360873068,0.017775883377418644,0.03593350466117021,-0.06983327434782338,-0.055184118067983096,-0.016168538255568576,0.0034575347515309607,0.09341739681390673,0.02152336751622186,0.04493919982630884,0.03244109675326767,-0.08936634272910823,-0.017673262029659853,-0.017420862082770716,-0.0860316171974215,0.028605520805245727,-0.02926555008000878,-8.230632023867313e-05,0.034102021800030274,0.09611881447461951,-0.04389988709576609,-0.031052056117710447,-0.016370886992769007,11
all is true,0.049106530835823226,0.10334420067359712,0.05526986151723168,0.07622471796024613,0.08788152941313254,0.10629286393820836,0.052711848386310545,0.066076760571747,0.07620474928068693,0.008856039035449986,0.04099505459008712,0.03803338325767505,0.0978210476568396,0.057334080337424764,-0.007393448388127832,0.034014330207118165,0.05488932019276427,-0.048295184438191946,0.019717835874742767,0.08978849898730001,0.03349366125137285,0.0072983697407171255,0.07353157905000032,0.05310995175892669,0.04166935961149354,0.06692891804339476,0.03563868771550077,0.04205464475559001,0.036031438293035734,0.07693305316597135,2
bohemian rhapsody,-0.18807277615555013,-0.14626268365388184,-0.14479296084937837,-0.1719139896212294,-0.11440848288387012,-0.11729653216364816,-0.1395379989809779,-0.1266591126130447,-0.14330214285979048,0.07817640211398869,-0.13476558482571466,-0.08686598816694435,-0.12104652159416118,-0.17315687218065362,0.09479627135456786,-0.0801637937389923,-0.06087761778162826,0.09660782951998759,-0.14781602078705014,-0.08306920918430538,-0.08056122634079277,-0.012332937731821453,-0.18197157843163325,-0.143739195913126,0.03913478514916885,-0.15453256103959562,0.06753096624784624,-0.11694723973386456,-0.1977608179387515,-0.15482569044892436,20
colette,0.054113491370511885,0.10293803608885191,0.04588810037437127,0.09343288951352641,0.10698710084946961,0.04894953900395174,0.037314153332283495,0.043765044582281504,0.03493378731488192,0.06317655761093266,-0.003274296880820232,0.026999833627040892,0.0845707859744099,0.07269851374837208,-0.01716468670863175,0.034851511225850035,0.08601455940404182,-0.03025962107529212,0.014896601137966758,0.12016869538531241,0.03089428784868886,-0.006396121786356845,0.0910291746632104,0.042772362557770616,0.05128458813256778,0.0649601104946953,0.04221650726827081,0.0417042231684544,0.0467238749849625,0.09744565582723944,3
darkest hour,-0.023728870156561915,-0.043059188205298415,-0.023108907318571598,0.01756982697341733,-0.0035202463637325765,-0.01567303802095124,-0.012681691929823102,-0.007063273369211365,-0.005861167686916552,-0.03367300702808462,0.0030602906752196235,-0.05946499446636064,-0.05145543624484783,0.023742495731604057,0.09200758333948522,-0.005387585462402811,-0.048031839513074576,0.07904151590901326,-0.034841704294707815,-0.02470023509632205,-0.03331013468071112,-0.055248899012532465,0.007046589794179464,0.028284106135172016,-0.0033111955449170727,0.015662336729325876,-0.0173784795018376,-0.08250057035080063,-0.020547942876394026,-0.020246700981530447,17
joy,0.08647842199736637,0.07915604433112215,0.045036598450849605,0.07616576634122407,0.05683804352431798,0.07673506067909847,0.05437381047135237,0.031200526439761428,0.06321528295590773,0.04297393295823862,0.010681098786307575,0.032295249232392756,0.023573846009257993,0.025586283011009903,-0.005371312982055121,0.053140116984379204,0.012994802589377574,-0.011798683293572726,0.024842765612137205,0.07829116459128718,0.06722494963116016,0.02960136476134309,0.055964629276580066,0.026911539397694306,-0.025771636933197173,0.05199561446846185,0.022711049619340062,0.02335465057306041,0.055401253472866674,0.03738983170934601,1
