,I usually know all the new and emerging music artists,A music artist's social channels are the most important place for me to check in on,I don’t really think about whether or not news organizations have accurate or unbiased information,I use social media for flirting and dating,My friends are more important to me than my family,"I am eager to see my favorite artists’ video updates on social media (e.g. Vlog, Instagram Story, Snapchat etc.)",I like to discover new artists before my friends,President Obama is the worst President in US history,It isn't fair to bring up young children in a big city,It is perfectly normal if a man wears women's clothes or vice versa,Success in America is more a result of hard work rather than good fortune (having connections and good background),The government is hiding what really happened on 9/11,I think it’s fine if college athletes lose their scholarships when they get hurt and can’t play anymore,People worry too much about the environment,Politics (General Interests),The world would be a better place without smartphones,It is more ethical to be vegetarian,National news,My faith is important to me,"I have been known to ""stalk"" someone on social media","Whilst watching TV, I search the internet for products I see advertised",Family over everything,I would pay for access to magazine content online,I like to go on vacation where activities are organized for me,Anyone who watches Fox News for news is dumb,I don't care what my carbon footprint is,"Across history, religion has done more bad than good",I have never left the country,Transgender people are just confused,I prefer watching TV on my laptop or tablet,cluster
the perfect match,0.12052119707028258,0.07959947433277455,0.06355393372439415,0.13124420797633476,0.05647443579832298,0.03640937197479409,0.0572892694477804,0.026348327991138676,0.006403757180863334,-0.0030005414886117854,0.04329738236885075,0.0749728637918477,0.07664490147422329,0.03841176607845073,-0.033749295292341386,0.012341015973326097,0.049848459957230085,-0.05004824272067823,0.029609067720372112,0.09251417263555392,0.10374174034577244,0.0022310052300626854,0.03886234378901615,0.09764813540081502,0.02355850075130686,0.05025494441333414,-0.035390992314995484,0.05314723142061248,0.05348344442508393,0.06521682452172231,1
the resurrection of gavin stone,0.060061368423553835,0.07249671225122678,0.00751333237579585,0.0983040724960777,0.0913693365497264,0.042125905664321284,0.05338779842202945,0.023778662529273187,0.03772213403986102,0.024878762291268786,0.02898036903065221,0.011722541862543873,0.046328629337011096,0.061858161196774536,-0.03364660790863938,0.044508969458924436,0.03868402745094629,-0.03958927815068389,0.013342521287332348,0.07367517285543532,0.04777892118807919,-0.01413538046660201,0.09573283805282351,0.035798697989639056,0.008894969652402523,0.05424542894764636,0.011277438742604812,0.016189415824976267,0.04271663523497435,0.0755505813158725,1
the second best exotic marigold hotel,-0.0288808479147587,-0.0248222011477007,0.02592274529387087,0.01977506564845466,0.06995105226152126,-0.038419093382265734,-0.013758553205975521,-0.0047792483286224485,0.013190887189567846,0.06177304895574923,-0.04095605820174572,-0.06361297191405138,0.06685224769089754,-0.031196324111818496,0.024681560920523815,0.013962462204323262,0.02499639560324149,0.02603027994376439,-0.022588020642655693,0.030884143361519706,-0.029887561344951713,-0.05307872450098766,0.04989306337822472,0.013061765132736991,0.06585293310030912,0.00029739167180245496,0.05462668273738633,-0.07342075751511223,-0.019368827478324163,0.004702640420699761,11
the wedding ringer,0.10355431224976494,0.13992796683505188,0.11183890869544946,0.11548031696423405,0.04803494514889328,0.1138315724950545,0.08568660046952675,-0.004941292027945576,0.005913114963763733,0.02083909936221462,0.032690097822958286,0.06112534884012116,0.06828749446476912,0.07134414100033587,-0.10178537087264872,0.05717449154907636,0.029934904694012582,-0.04269087709290473,0.038491180321438404,0.08705810607348538,0.08327822287811032,-0.015094656863433698,0.07214775411399155,0.10431645325882574,0.009536292137395624,0.030221050195043564,0.007402267762805198,0.07847285100044438,0.030684183192343173,0.036577810232324454,1
their finest,0.005429912828002176,-0.012675712141420076,0.06473247515554706,0.014658452846998904,0.058109926010294355,-5.222156751269469e-05,-5.547767204866494e-05,0.04952966239575157,0.05628774890774113,0.013819615409828234,0.018029910901795426,0.01380351327588722,0.03093981228534806,0.03424444926690107,-0.03176496270166679,0.033556848446117615,0.010427085538458003,-0.025964368693414508,0.003466246425096131,0.03189172942933918,-0.00645010941809987,-0.01752818849229723,0.051843883234096555,-0.01300551322238791,-0.017564867259048655,0.016670104002685815,0.02057385478241791,0.05267917627464713,0.032960785656292235,0.025778240288230087,3
trainwreck,0.06999253685711562,0.04817728367396629,0.04091021945953985,0.08518611221105829,0.0743103927232745,0.06367518127087632,0.04579503789345965,-0.019237679149826603,0.06789087179475908,0.045646327382790564,-0.00046910370204114593,0.032375441794917276,0.018236210038511197,-0.033782153628468786,-0.03239352645515703,0.05216640056091462,0.07079472686907845,-0.02357094965068493,-0.023012469836024424,0.12615724226747424,0.03925498053326312,0.011244578964368007,-0.00014492267548582571,0.03922870353796634,0.02538751837345732,-0.02567682735811838,0.026044891559576816,0.04137039300744791,0.02753692875187061,0.02965463663944573,1
un padre no tan padre,0.014690354134584138,0.05254905343265323,0.0366992834570376,0.08777783926942803,0.09266366235209944,0.015395792888336896,0.017146856219802137,0.03716554157851559,0.05916889328716543,0.06380196654062917,0.022781613558325725,0.0036217900207986264,0.048237794939466394,0.05247099451224696,-0.0238173826453843,0.06150682642500868,0.04756474434529381,-0.03468264182911737,-0.0003374479136709352,0.04181343162498152,0.012869616562260183,-0.03846430872676365,0.03660915654135616,0.03634102945631004,0.039228745606830234,0.07136019848266933,0.03282125790756485,0.002039983773982179,0.054669607121905245,0.0005698854974431344,3
unfinished business,-0.02523933706542575,-0.010277827190923627,0.011627447893651777,0.03261785086526567,0.02099480833203382,-0.033379596369769615,-0.039808210119637144,0.03818058156634929,0.034500380057550684,-0.03984489998999163,0.015505796494770657,0.0036225499463344857,0.03719876952842305,0.03956393009548767,-0.0028901847006577996,0.036210823182831836,-0.03009556364168628,-0.0057531176614604995,-0.009655548383377482,0.01130356866286869,-0.026721092630959842,-0.010074208141609337,-0.03375493339574123,0.0025479132837873675,-0.027660062732668023,0.02202143358273534,-0.010893985753905266,-0.0013192310307510169,0.027355955332927118,-0.005512925962843529,9
while we're young,0.03706449735766276,0.022804983984100302,0.046982426599625815,0.009306278489453923,0.04981521151653165,0.012379013827572172,0.0017126253314918016,0.0347917260132056,0.06138396730996404,0.016828202357224376,0.02964457873969556,0.017342190510426986,0.06311222851843207,0.04798053943165306,-0.031061221044358628,0.05036271690745092,0.003124051032566133,-0.04371086684453909,-0.0044355299405210435,0.022752195886923926,0.04291578022407577,0.010045659169740151,0.017727556326688126,0.01206263690103021,0.022713789954830393,0.02323835931999474,0.03269413758709977,0.021298865602622202,0.039250937008902975,0.04819111461305431,3
why him?,0.04253364347063257,0.013725858513309278,0.04054505469855933,0.05240772910037228,-0.011366441479844225,0.013018694275082912,0.0261126055521696,-0.004963039756311544,-0.004579139830629797,0.015424071146728752,-0.017470756830770512,-0.0005527721148455844,0.045385515915313174,-0.011785323652268642,-0.05039564835661295,0.007566036302764062,-0.029270469101018715,-0.032989368842475664,-0.048799668938910606,0.005533345830236652,0.013216857472806376,0.0025058198221071526,-0.014383392029775094,0.031847806810221535,0.00878572206665515,-0.0019202998437646834,0.020053633485459937,0.035900547148416645,0.019907665031383304,0.04605859900065831,12
youth,0.04545171226160227,0.05129445351963663,0.0658345448383924,0.05641154500911566,0.08514973351693167,0.03503133724983634,0.0319726420541277,0.058768713271602796,0.0787100046115507,0.032001627623392176,0.05134917951602197,0.02707871595205058,0.0723342979052346,0.07566826699471907,-0.021847046743924847,0.07904240198014204,0.075923613002743,0.00927062500198167,0.017473499028194978,0.08683521125885063,0.03737692289787267,-0.02973778592614512,0.10576599656721261,0.03716019053254027,0.01876069405610667,0.056221582105300455,0.023069215276815602,0.02717448235093914,0.06632940265101722,0.09839902786141241,2
zoolander 2,0.04718670900473543,0.07311107703597061,0.053180866949070565,0.06890681056949824,0.03472387794093085,0.047245699703632876,0.05870917384299662,-0.036525709667675516,0.01775759032092808,0.031097343274082062,-0.0007486488400618441,0.044313250207854454,0.0005120469925790627,-0.07435666554246817,-0.03538547053314747,-0.0064429566246853864,0.027776718112557025,-0.036202195871346515,-0.011185156283353898,0.036269917948767494,0.044661124299311544,0.03648528506155188,0.030805050409196233,0.059695822525001524,0.016539232175068586,-0.02016917852239869,0.05176620825190634,0.038679504249225755,0.014443581694037866,0.05902070806297324,6
blockers,0.06974840649853187,0.05179862889815656,0.055812159955863444,0.13351585740885508,0.021655382113318383,0.08169364356347851,0.09500824960558109,0.02634070896326421,0.011360977936642785,-0.00017256550714947472,-0.033229013041576244,0.06106109158416767,0.05154358899539668,-0.008784870609971046,-0.06681512150109492,0.01221536170796661,0.061956870327321945,-0.05512817481055857,-0.04109302099279086,0.09884373262238702,0.0662166917115296,0.044437516200464475,0.06013107656370606,0.075783440502261,0.011889149728454784,0.07270102516037885,0.04512432072603276,0.05561490437557376,0.020907162042024724,0.050402197040714636,1
book club,-0.014459707570716102,-0.007784145125305231,0.020209772764771122,0.007963231160129203,-0.022021972345147606,-0.030885782501601233,-0.010482765652967269,-0.026862992081742254,-0.024265535240462627,-0.0007487307182568737,-0.021192791793427868,0.017122286656893165,-0.050838026737108855,-0.03163690198473487,-0.027421401950250668,-0.0015593563935262233,-0.005355441960811141,0.012640958584909323,0.04818465412220688,-0.01424863697056905,-0.003908705062429602,0.04019205981170046,0.015473378465629739,-0.0033173579006669784,-0.017052616791910308,-0.06852571746234862,-0.0341701215642457,0.0016326176121532754,-0.03800954554038438,-0.044689899507865116,13
crazy rich asians,0.004258354261806263,0.0054344170155705696,0.017260591074366644,0.01960083695644735,0.040868888534064174,0.06658837095387618,0.01864213160292716,-0.09306179106345036,-0.0593048773271764,0.09913687155776202,-0.10594088150513276,-0.04321522679465928,-0.03322845942006347,-0.073841119697861,0.027312266819557535,-0.015341645166493945,0.13012151742913974,0.01579787915675962,-0.03143429984611765,0.05849864716326153,-0.02027340931889307,-0.06278042366615597,0.10960790291865266,0.024734421508918608,0.09504066095637781,-0.041320323908184714,0.05749999917796397,-0.1106534837812643,-0.11437463908014917,0.06603380852969079,11
eighth grade,0.0690057873608752,0.0699135273279966,0.018900227839312583,0.11229878890362999,0.09740450461557587,0.011160705564065954,0.04437619872386489,0.027608115490512647,0.0135209111426281,0.05829343463405898,-0.03241480703933286,-0.012555879767860295,0.05172181427912681,0.016623081624658198,-0.012113953647847037,0.05717376639133526,0.06410075200788212,-0.012013899539074835,-0.08336635150701252,0.1377196451025272,-0.00793629073075329,-0.0733865689427236,0.12445964334369392,0.013756595422539472,0.04329346823776037,0.043565797743834594,0.07240809397631603,0.008369841154530239,0.00558368312797998,0.06731828498841685,3
"faith, hope & love",0.021274558313021177,0.0829603606176659,0.0636522751756524,0.09068412862260748,0.05989990020360374,0.057476439298972504,0.002856655964783114,0.03935253202299829,0.08836322372816394,-0.029666111890884916,0.07282743258113847,0.04301354363774168,0.040786327357313634,0.08497065299244844,-0.053753202432122754,0.03132047132054913,0.04674317482847662,-0.050761810257445666,0.06972064311437634,0.06612063197021333,0.042617020137163036,0.019950349112247648,0.03254224168715443,0.07959792994150139,-0.04188981460759736,0.06813187157713416,-0.039249448385300506,-0.000293387179661167,0.06299264781096797,0.018378193434209322,1
father figures,0.07724673153424175,0.06928167103061268,0.04132708143075674,0.043279757732863536,0.04066941551696068,0.03937523456765696,0.02625465523161387,0.01202725588011258,0.054492501560755524,0.012239196783703277,0.02268490482027416,0.05589350562351046,0.03683149352856263,0.058324754348252156,-0.037361824270719296,0.0217119549281814,0.04568336698975495,-0.05036317717995917,0.023981610694145075,0.04285176249369203,0.04766721054287576,0.034403265717646875,0.060312608227182055,0.06943242593225563,0.011813069712322738,0.028692988630832195,0.02530703674162403,0.022409855411532453,0.06080939283678739,0.043001786574368026,1
game night,0.08412302993499307,0.03368160663712677,-0.011912971327636357,0.007690495905616129,-0.008157190815164472,0.0624342997781861,0.0811023939451807,-0.026832399867192547,-0.025981470814020496,0.014375560702565293,-0.024519225489876867,-0.00019447342467956985,-0.0066400899943880876,-0.03657076689721869,-0.047340938488673656,-0.07320843663847898,-0.04194806912185081,-0.06565264764515694,-0.06849036627522251,0.04935235146286743,0.052144415254841536,0.00011599600315612135,0.023095847603075148,0.01620884561192315,0.01918452181420785,0.026732847187022013,-0.009790584346933862,-0.02843303183578086,-0.03156834002130618,0.029657694699203235,12
gringo,0.02604176782990268,0.04803007967027052,0.04998498934295566,0.06500789786905568,0.04348744639678648,0.014896234153419188,0.059909894767576966,0.01998901660107477,0.061490686006635875,-0.01049406763586555,0.030294424002873035,0.06373861304909935,0.060383466147476694,0.012573791146227364,-0.011187646406441126,0.02311992738763463,0.01499993764641211,-0.02858967403950355,0.012566841392160175,0.04189850824574659,0.02664745915687286,0.05179404800354814,0.04060787433429068,0.04217362114551548,0.05594065940069473,0.025117361900789503,0.029734521536710967,0.04336800537987334,0.027351823774815015,0.042145723743925306,1
hearts beat loud,0.030201612140080825,0.05629959813913932,0.05167371685035346,0.04649052439023271,0.0507099065202285,0.050244068803892705,0.025545236576416885,0.026703086809313104,0.04779821785702018,0.02668691680185853,0.0021377423652367555,0.010017318905242129,0.0582352131523243,0.03258839203148439,-0.038532418308033695,0.01640582498458673,0.03831002425714533,-0.04286167465020441,0.019266326906366704,0.057407129035178195,0.022932097607932966,-0.04372665133382206,0.063217021638242,0.033072410349016534,0.021821110347422873,0.022323921161164745,0.040553447080498045,0.055530449086216516,0.025730452396103942,0.016288564812518558,3
holmes and watson,-0.02601099411697405,-0.045198710342803816,-0.02574780321119219,-0.08293249968152253,-0.04075037614379817,-0.001758630138921774,-0.06065771702530154,0.017973969416536728,-0.007674582297548471,-0.02506125035853246,0.02723071771488958,-0.0007715436736151771,-0.005693935173369857,0.0027153559420851903,0.03861574672077531,-0.00930358002631726,-0.0379338056659736,0.009527546819302568,0.027711877160297826,-0.06091941040983301,-0.0086295832467497,-0.0005099466269723185,-0.0034689744412410295,-0.04155820669701191,-0.029805246102512284,-0.0036442173565446045,-0.01730432849041727,0.017474563834688595,-0.02539996311720455,-0.03793120678758108,10
i feel pretty,0.06041378645916566,0.04403045103992284,0.017996216292846423,0.008265453267269268,-0.01808227873805937,0.053714263625790404,0.005755153685829906,-0.03886190215226512,-0.027692153953892962,0.030250251101614195,0.005503325452074048,0.030056136224583696,-0.03251595049441916,-0.020696007403088662,-0.04725872492084718,-0.028884992541349908,0.015464394849777269,-0.04535308178358982,-0.026565275869974342,0.03522859444818735,0.010753466006798856,0.07145444500505838,0.0356887758556719,0.03417995158970806,-0.0005325781629098025,-0.015737038399635916,-0.009122206901472057,0.017050379613810007,-0.03730213129529511,0.006331941442992428,12
johnny english strikes again,0.043093020125488574,0.0626766360922082,0.028165160033591097,0.034868626376248935,0.08859128219256224,0.024951261755069398,0.05242983289078881,0.0290720150593404,0.015427745619580047,-0.004768155832259424,0.02640498688696738,0.048332468731862144,0.06560540815413371,0.04704911124779104,-0.035195746483535656,0.01727020061630677,0.06626380635157064,-0.029252473699378417,0.0011155400748981414,0.08380727281523723,0.07151836434773301,-0.01738547056155576,0.03727956895188528,0.007522823164144904,0.0031347319705433696,0.04731122666713963,0.05568315171748703,0.020018807190656462,0.010594092609240685,0.07477481102373731,3
la boda de valentina,0.03557843508195169,0.07328435605799485,0.051273667709605425,0.031769213604469826,0.05579987618375848,0.021997767643760102,0.031222529295342305,0.019593369289681167,0.060901865031715546,0.0462731747093742,0.02153908338281557,0.018145544692328014,0.08644784083735702,0.045717885990308765,-0.06112427063032269,0.07150821615093891,0.07749802188780452,-0.054913601966109504,0.002312520334841889,0.02351283680244512,-0.004641707621655028,-0.03493861884408657,0.053701712035969656,0.062372740265435433,0.0224717466607445,0.04442464119259673,0.044682412458883436,0.042737460239151315,0.051399502822484594,0.053749253135380204,3
lady bird,0.009488200085560033,-0.016268753692006532,0.013342557938101685,-0.0611858322128864,0.054417962118518654,-0.009729092542630019,0.03415862817775642,-0.08407432980190432,-0.0723353944889091,0.10448832591970092,-0.10889964198264374,-0.01390208137295701,-0.03370713833689948,-0.08079388961848466,0.07832091422743206,-0.05607799789700596,0.056249497423881856,0.07079305483391057,-0.06761180021662766,0.02056107289504766,-0.046178490854470094,-0.07024626397866443,0.052781693084167386,-0.012703160403404301,0.10480312710160017,-0.06070390941889667,0.0544913274223863,-0.0444177022294486,-0.09204408526587132,-0.041001861839787546,11
mamma mia! here we go again,0.01996379156747405,0.004982273469841425,0.014919649932725015,-0.03377671390966577,-0.04031387943029613,0.014512829699030838,-0.020485629102716146,0.006786837488706454,0.022599135001460685,-0.0267216693984077,0.04267181232714348,-0.04888905371446578,0.007595443662516188,0.017232729607509545,-0.06870392996841118,-0.04567062295034202,-0.003720816551925077,-0.024833990383701487,0.06636568495362957,-0.009424019154546048,0.0023826963802453804,0.04861037579231231,0.036759796757927427,0.0842902610203436,-0.04512341866902625,-0.009154568981102701,-0.03629808767722112,-0.009400702689830481,-0.013329646786142624,0.01530618380644505,13
mary poppins returns,-0.023688217008759227,-0.04470497341416835,0.027207750995369734,-0.0043492640786874925,0.0016002755074068786,0.036740356581195927,-0.03424421329298591,-0.031755046530237474,0.0039180558918855135,0.003294281622835571,0.0020983749080724645,-0.0012709115292637851,-0.019334598731462704,-0.017148761922241407,-0.03242490724657812,-0.006443506024073287,-0.009303501630780364,-0.0029472333027606434,0.052148592713790715,0.0024443059686803936,0.0005502483014037385,0.03196301652635972,-0.06186477673074994,0.030622906993610644,-0.0010683441639277036,-0.028902264940387973,-0.07879205920607871,-0.0035509779522579776,-0.028796823766608137,0.01499920757371448,13
mid90s,0.07443669987970966,0.05883835759757766,0.02737662594192314,0.10072571367790445,0.066159428417771,-0.012704140563826793,0.057961433809261526,0.04236612995859773,0.01591542787954392,0.014032058119014756,-0.035047527392069705,0.019123549845180388,0.06536298018698064,0.040442352282302446,-0.0034078431922474617,0.02122557208927095,0.03874931414107663,-0.03402233509443714,-0.05484040233195028,0.07527766902712701,0.03197223851917569,-0.015019920958411898,0.0643891334172122,0.0012364859447212828,0.02494423247551364,0.032661499363394214,0.06304196746884483,0.02704572707782349,0.03756480466114687,0.09173041364757789,3
night school,0.06766042528038133,0.0898903515887799,0.05138115005499061,0.032828973941519735,0.02553810929152006,0.052048804003293064,0.015961465486401732,-0.06621303111500332,-0.014926821184945871,0.002087767267559215,0.01792779989366708,0.01564462773499628,-0.012587359191836678,0.011591004823902434,-0.06834342729364981,-0.023900044426422185,0.017932944607401746,-0.05533729852501712,0.04580570596055966,-0.0076904326884025265,0.054025836128611726,0.00267945988567464,0.048145941963877836,0.07108876692221791,-0.015163465594772885,-0.014383140464337196,-0.045509130011854804,0.04160488591474218,-0.0028155425779657905,0.029198272111683715,6
overboard,-0.012377553157173066,-0.003151244910630513,0.019010319772559403,-0.023269143615334803,-0.05148807547350048,-0.039352640226452434,-0.027224670704098147,0.029308443776727727,0.02878540533371693,-0.07616497845544945,0.0646639649014886,0.007484986173078911,0.019362047966712453,-0.01571536077613256,-0.0652403667911759,-0.004505974427100878,-0.037166470005251806,-0.051004174102615873,0.0877518186782946,-0.007516216177999024,0.017535922916795482,0.023887346176752894,-0.07780094364692691,-0.006206062654533551,-0.07043863975705916,0.00032891541361637633,-0.06730432252962484,-0.0021121432948247587,0.003579586660235279,-0.06554471071121942,10
show dogs,0.015113917363808405,0.028296232299363927,0.04216385192541139,0.00730568436097645,-0.005632345529857169,-0.013452896878332704,0.007443229293433856,0.019915274722254683,0.03511449283688903,-0.0282806997656202,0.02007267246899863,0.029846588599666546,0.004739466447231999,0.0194713608686419,-0.06257810243956186,0.0371110672626635,-0.037244683008360535,-0.06658892413069831,0.03781512060158121,0.015689233586388074,0.03416133675893926,0.022980646047040504,-0.0005069471706709294,0.03106421405496837,-0.020520733507604222,0.017618701986770596,-0.054458395390601516,0.07993009933536255,0.002703899781426322,0.028408921618527344,8
simmba,0.0644872041116466,0.05752020485972069,0.034154081371159564,0.10513617155248234,0.058594291412247035,0.03945663412244188,0.01570988468351875,0.07785242966887901,0.06366517524395618,-0.021093997665086614,0.036582585486251845,0.039072680729674306,0.051802732929007334,0.06795706274583707,-0.0520280634314306,0.025064929531044305,0.03007677978932176,-0.03692680370168533,0.03709983890320301,0.1240689200873677,0.010664426875278202,0.007836843781839076,0.04132321962371632,0.02825431127004903,-0.00924718698343488,0.07673763769854011,-0.01331928017955733,0.033499972153788,0.05854724487313803,0.07120342164315471,1
stockholm,0.047717700452431955,0.05759446416404185,0.07499921735773427,0.08871310538665589,0.07551644098931876,0.024096670512737006,0.0278072955186299,0.06441092258116457,0.07561863018601045,-0.0005101495179324206,0.043465787731968436,0.03796023838322704,0.09815314484850893,0.057217613269489376,-0.03022251571180981,0.03700362300189458,0.06706561664577496,-0.05018830138294972,0.030062566438708832,0.07861772256728058,0.03190342617727851,-0.0037112576660845165,0.10378140870702418,0.012643382777370538,0.029572576581069238,0.059306726075315314,0.005509029628154638,0.044519707648371765,0.04003490239248461,0.07977212545623441,2
suburbicon,0.03346626833589897,0.039869099933850155,0.01896735425823734,0.046934541002424945,0.05591336402900282,0.011443452862143377,0.023556226117537077,-0.0019842781045128766,0.03346464680344016,-0.006297610595469932,0.00847772635690136,-0.009511408109711045,0.017730830305017847,0.025648062953820022,-0.051117101002344595,0.0646611181215673,0.06941854939800576,-0.04922972193488237,-0.030298983105721322,0.06589090907985817,0.006427868962093908,-0.04071434635730321,0.0854012236578339,0.03742180304364515,0.017999392326289693,0.06280439993683568,0.012120441008744265,0.03750259946385301,0.04509699751904697,0.04928515981855397,3
super troopers 2,0.0698419943785683,0.07580720092720436,0.024670150442726968,0.050682696356867646,0.06792034430311836,0.015423384491023706,0.06233844050790674,0.02896532778071295,-0.012816148529470522,-0.0043193394421430775,0.012815417855835426,-0.01490169716176104,0.01848032445086223,0.007871913454886775,-0.05610241627560089,-0.012322248091136773,-0.020292434457166303,-0.029148415075739176,0.0063753463216541795,0.03055994391723918,0.047082683862328056,0.021396655956959332,-0.005750109841939799,-0.01739974313830342,-0.025769029220668455,-0.024501554471706044,0.002227335738956615,0.051742877981789864,0.025533836818249778,0.001781797945436342,6
tag,0.026112416953466944,0.028388442738111447,-0.0010035975011362386,0.036746449942839765,0.010918869592898894,0.07168534668644505,0.0447265353356274,-0.04805567978785602,-0.04514622739793203,0.026920232821487144,-0.019939121997884474,0.0016006899217726467,-0.025545054094184727,-0.008467092240555224,-0.02476276284963233,0.0037820990614238492,0.004342812010599273,-0.08502258202285512,-0.039201653539010894,0.08344445129587996,0.030623286594134186,-0.042419830076890375,0.03262066711064715,0.02302282145024412,0.025514926234827096,-0.011881952366069232,0.04834635205196633,-0.007840812546368314,0.021927630249298752,0.05368915001700414,5
the death of stalin,0.008816589181566553,0.00034138230013826265,-0.01641823766839462,0.020572199105035716,0.08221577448730605,-0.030119894459748997,-0.016733501489601427,0.03879654789512546,0.01062057120577492,0.020623002637552706,-0.027517380171440592,-0.019465001243555435,0.025699937677716028,0.02514879662884356,0.08200376347987567,0.03410638910895483,0.009889959885273553,0.02368866292912783,-0.0563423680526442,0.02199458456412634,0.00014896398260336174,-0.09406885681469032,0.04249197009833186,-0.014273189213020981,0.05827123273907109,0.08024434974416997,0.02408568850222842,-0.020982479677272015,0.03276840721349206,0.047747078724878156,4
the happytime murders,0.030213557936052293,0.05064388996548469,0.0720037450051628,0.03749805980883117,0.06379855632270881,0.057782070169387134,0.0339822237932364,0.05541476093129091,0.03240470541548651,-0.0007128951124973915,-0.010304888731229186,0.022152769651317905,0.02567112771784935,0.028848214141707268,-0.02140128353045692,0.05235213736796404,0.041036238105753076,-0.06983396027885441,0.0009547351102326129,0.11676169317945265,0.03047406971812039,0.014993579233068155,0.0320424969857518,0.016041259923893714,0.02137727080703264,0.011988204229281013,0.016842430368692984,0.03863634357880863,0.00733816710271018,0.013346653703737221,3
the spy who dumped me,0.05755998706567443,0.08237092607930768,0.037740888618886054,0.027637344902805644,0.04404533876570646,0.028138837273973538,0.04042291910887991,-0.023970467587829808,0.0034598654471165724,0.09196686324598402,0.014993276418841961,0.00761805609303412,-0.002778006859202431,0.0284656362007365,-0.07905107136107029,0.03383535035985391,0.05504376924837848,-0.05579136886621344,0.018779094427620158,0.06235239668468168,0.03380529133227314,0.022691178714151328,0.06960053988485204,0.05786256785828475,0.01123992653657857,0.01971427150818586,0.024719938881086118,0.013106695513334182,0.002577653125155649,0.08161051787735255,3
tully,0.03221769268204433,0.05358550114665611,0.010529776173069466,0.04206255123824519,0.012160155138561501,0.03477610661216621,0.003994106698982994,-0.0010928719452054925,0.012619083666363995,0.02054283351070689,0.01620532747056873,-0.016648400273548247,0.007288739748628065,0.0170236689299178,0.005819704562956829,-0.00241623174587019,0.011597309519462057,-0.015435186030807152,-0.007492364398248533,0.004322616811074251,0.02731452463636698,-0.006151254245474344,0.05099456101150135,0.01792477640720179,0.025829737256047036,-0.01866979538817895,-0.012885642696499833,0.06512433110498937,-0.0010282188534379566,0.016695761542520837,5
uncle drew,0.05210548113134615,0.009201364694699371,0.025978969692282805,0.037245510891958655,-0.0482127020767234,0.039278373747845804,0.03134487099278717,-0.05566104376962147,-0.03600040972518312,-0.01964203125732203,0.00857171612588739,0.030267135488668745,-0.006998523002197554,-0.0720047680548894,-0.02795034239909744,-0.02323416505179776,-0.010708652513334582,-0.04071252515827259,0.010997774684255446,0.018870965101786902,0.013971331910370893,0.014969632032678454,-0.005923089681744154,0.01771192866549548,-0.030443671685313284,-0.01887044138069352,-0.040403806959334154,0.05896899829790486,0.000442333123108235,0.010831751587311783,12
a dog's journey,-0.06495798960020105,-0.042362103689438546,-0.044248480456979794,-0.12363576571226761,-0.05844138204458715,-0.0174574142658315,-0.04355051357563974,0.07958546852932047,0.02620219555415995,-0.08488694759711973,0.09777382412666341,-0.005919954125916227,0.006385424085715741,0.033994476974822385,-0.03155940500124457,0.014909322363391875,-0.07394905460074569,0.02198799257602191,0.072578083128464,-0.10260903942765265,0.005611012988150171,0.09143562013742271,-0.05255992827569608,-0.017092718215161506,-0.1031514886150916,0.006492421840158108,-0.10514087588453955,-0.04897285427419304,0.011279604840569724,-0.08131694034062276,10
a madea family funeral,0.007951576579339148,0.011815888091826182,0.06018904970065855,-0.0347055180775073,-0.03882415675914397,0.04469355677858186,-0.01185920391248843,-0.05328337374551673,-0.0046965489877065225,-0.04280610758433928,0.058922336068470166,0.10254326234927108,-0.0037244343974133787,-0.026511434594249317,-0.09274381441242777,-0.05539720466849751,-0.040550732519857025,-0.06938062235021675,0.08679040854157133,-0.042708979714933704,0.07608789625782961,0.09046644645029117,-0.03192981626540767,0.0034518637996371615,-0.03661584870668072,-0.019110329798518594,-0.07874924441916495,0.13750971579316315,0.0003029201014017602,-0.012595287765298446,13
booksmart,0.029451911773519024,-0.06424225284410319,-0.039953625099223955,0.07363422821473115,0.10599828956853974,-0.09630966833997288,0.037726832407592364,-0.0313509723889453,-0.11404855927366639,0.033292693617439806,-0.02133880700990133,-0.06256095903734402,-0.017859335256209474,-0.1952065471514523,0.05873026623620209,-0.04209540290629468,-9.203648839745115e-05,-0.020845363370322834,-0.06670920032581078,0.11400070514507862,-0.14276618285129306,-0.05645362303913169,-0.1175902526474375,-0.22509070420926133,0.09646404043113155,-0.09170303533292132,-0.0695181968223893,-0.058428440266556025,-0.09574497372440782,-0.15790067764769702,9
cold pursuit,0.05137626087180086,0.041354512846297334,0.016550962512604628,0.05882906325763759,0.0036422815886098248,0.016963643972594547,0.021279122394081376,0.051664543416084424,0.03979274251250364,-0.0340727998797484,0.04283532399721343,0.020987347418075702,0.06022049462798504,0.05249063055952244,-0.0515128349609692,0.04537487531404755,-0.011842654852502105,-0.004372633558747285,0.019699691584509016,0.022593481410326827,0.03802307099039191,0.03913199306255827,0.023154189686985432,0.025023074448699098,-0.009811860586575849,0.04673793456222966,-0.0033347192850909924,0.03493068815714773,0.056746917950762116,0.057255994359110385,1
